"Note","Description","key"
"4,5","i  robot magnifique film avec un smith au top effets spéciaux juste ultra spectaculaire un bon scenar et des robots ^^",10
"4,0","will smith est plongé dans un monde futuriste rempli de robots pacifiques  mais un chercheur est tué  il est convaincu quun robot nommé sonny  a assassiné le scientifique  une machination robotique  un scénario bien construit  que linvasion des robots commence  cela rappelle le scénario de la saga terminator  excellent ",11
"4,5","un film daction intelligent cest plutôt rare  de la science fiction permettant un minimum de réflexion au milieu dexplosions est un véritable exploit ",12
"2,0","parmi les innombrables moyens de savoir si un film vaut le détour il y en a un qui ne trompe jamais    voyez le film et laissez décanter quelques années puis essayez dy repenser    sagissant d i robot il y avait quand même lunivers dasimov et un réalisateur prometteur aux commandes je lai vu au cinéet ben il nen reste au moment où jy repense absolument rien le néant   cest dire comme le vulgaire film de commande aura pris le dessus sur lauteur génial dont la pensée est dès lors trahie 100 fois trahie  et puis je ne reviendrai pas éternellement sur le sujet mais will smith est objectivement un très très mauvais acteur qui ne sert que très rarement les films dans lesquels il joue    ce qui narrange rien ",13
"4,0","voilà un film encore une fois assez partagé en avis  ce film avec pour héros will smith nous montre le futur où les robots assistent complètement les humains mais pour lesquels des lois insérés dans leur programme leur empêche tout acte répréhensible vis à vis de lhomme    du moins de lavis de tout le monde sauf de will smith inspecteur de police  tout bascule lorsquun célèbre savant meurt au sein de lentreprise concevant les robots lequel laissera un message pour linspecteur de police  la recherche de la vérité va alors commencer    jai vraiment apprécié lunivers de ce film et la mise en scène  lhumour est forcément présent avec un acteur comme will smith et le rythme soutenu  bref  une belle réussite à mon goût et on peut imaginer lavenir avec ce genre de robot ce qui rend lhistoire très crédible ",14
"3,0","j’avoue ne pas être très fan des choix très new age d’alex proyas dans ce film ni de la décision de prendre will smith pour faire de cette adaptation d’isaac asimov quelque chose de « cool »… ce qui me gène donc le plus c’est que le film se fonde à ce point dans les codes à la mode et donc impersonnel du cinéma spectacle alors qu’il a un matériau en or en terme de réalisation  heureusement sur la deuxième partie le film se rattrape quand même quelque peu en sauvant de l’œuvre original ce qui devait être sauvé les pistes de réflexion  en somme voilà un film fort sympa il est vrai   ",0
"4,0","une intrigue plutôt bien ficelée un will smith aussi athlétique que son jeu est propre et une indéniable capacité à maintenir lattention et linterêt du spectateur tout du long  i robot est une machine parfaitement programmée ",1
"4,5","un film comme je les aime  cela faisait longtemps que je navais pas revu ce i robot  ce film montre que lon peut réalisé un film divertissant et intelligent à la fois  et cest plaisant  lhistoire traite dune thématique chère à la science fiction  lintelligence artificielle qui dépasse lhumaine  même si il emprunte parfois quelques facilités le scénario est subtilement écrit et bien ficelé préservant une part de mystère jusquaux derniers instants  jadore lesthétique futuriste lisse du film entre les robots humanoïdes très stylisés et les voitures nouvelle génération  les scènes daction combat avec ces robots sont justes dantesques parfaitement orchestrées  franchement je nai pas grand chose à reprocher à ce film  peut être des pointes dhumour parfois en trop ou le style ghetto de will smith dans certaines scènes  qui ne colle pas vraiment à lesprit du film  en bref quelques détails qui nempêchent pas de passer un agréable moment devant i robot  ce nest pas un chef dœuvre mais il sagit tout de même dun film que tout adepte de science fiction comme moi saura apprécié ",2
"4,0","place à laction et au dynamisme de will smith dans ce film futuriste captivant qui nous plonge dans un univers stupéfiant  will smith incarne avec brio del spooner  un flic  désabusé et qui déteste les robots qui ont prit maintenant la place des hommes dans la société  dans le monde du travail sociales  uniquement au seins des taches ménagères ou bien en tant que garde du corps    les robots sont obligés de respectés les trois lois qui leurs sont soumises  mais  tout fini par déraper au moment ou le chercheur en robotique  miles hogenmiller se suicide  spooner commence à enquêté sur cette étrange suicide qui va l’amené a s’intéresse sur sony  un robot ns 5  qui le suspect davoir assassiné le vielle homme  mais  ce quil ignore jusquà présent cette affaire cache quelque chose de plus complexe  une révolution est en marche  le soulèvement de la machine sur lhomme  une histoire dune originalité surprenante que nous offre ici le cinéaste alex proyas ou les acteurs joue avec finesses et dynamiques leurs rôle au coté dun will smith très surprenant et qui se donne à fond  un film plein de virtuosité qui se pose davantage de question sur le phénomène des robots qui sera un jour  un reflet majeur de notre société  dune part il  montre bien que les machines peuvent être un avantage mais  dautre part  elles peuvent être des armes qui peuvent se retournées contre nous  de plus le film explore très bien dun point de vue philosophique les questions suivantes  un robot à t il une âme  éprouve  t  il des sensations  exprime t il des émotions  ou encore  sera t il capable de faire des rêves  un sujet délicat très bien exploité qui met en avant les théories disaac asimov avec brio  un univers métallique et intelligent  servit par de beaux décors  deffets spéciaux très soignés  de belle course poursuite hallucinantes et de bonne scènes dactions  lun des meilleurs films de will smith ",3
"4,0","pourvu d’un scénario pour le moins original inspiré des écritures d’isaac asimov « i robot »  mélange habilement science fiction et films d’action  la réalisation d’alex proyas d’une belle maîtrise nous offre un film d’une bonne dynamique générale à travers un enchaînement de scènes bien rythmées à l’esthétisme particulièrement soigné et servies par des effets spéciaux de grande qualité  un très bon divertissement avec un will smith en très grande forme ",4
"3,5","un bon film sur un sujet bien pensé  l’histoire est satisfaisante et l’univers de science fiction est plaisant  will smith est très convaincant dans son rôle et bridget moynahan est sympathique le duo quelle forme avec will smith est plutôt agréable  alan tudyk est satisfaisant dans la peau de sonny qui est bien élaboré et tous les autres acteurs sont corrects  chaque robot est très efficace et bien conçu et les images sont bonnes  les effets spéciaux sont bien réalisés et les décors sont très convenables  le chicago de 2035 est bien fait et appréciable et les tenues des personnages sont bien  les objets et équipements sont très acceptables et laudi de spooner est juste super  l’ambiance est plaisante et les scènes daction sont assez spectaculaires comme pour le final et limpressionnante attaque de laudi de spooner par les terribles robots  la morale sur les dangers de la robotisation est très convaincante et le suspense est pas mal avec des rebondissements bien menés  un film donc réussi avec une prestation très classe de will smith et une intrigue entraînante et rythmée dans un environnement bien imaginé qui nous offre une réflexion vraiment intéressante sur l’évolution de la robotique dans la société   ",5
"4,0","un excellent divertissement auquel il manque tout de meme un tout petit peu de piment à mon gout ",6
"4,5","un des meilleurs film de science fiction qui exploite bien la relation entre les hommes et les machines  un scénario bien foutue dans lensemble et qui est un très bon thriller dont une fin quon ne sattendait pas du tout  will smith est non seulement un acteur avec une très bonne musculature mais également il a très bon jeu dacteurs et le reste du casting joue correctement leurs rôles  de laction avec du bruit comme on aime et bien diversifié comme lattaque des robots sur une voiture en plein milieu dun tunnel une recherche dun robot en plein milieu de dautres robots identiques    ce film ne laisse aucun répit et quand on avance dans la lecture il y a un espèce de suspense qui sinstalle et qui nous donne envie de regarder le film jusquà la fin  les robots sont super bien désignés  des costumes des moyens de transports et des décors comme on aime voir dans la science fiction  un film presque sans fautes et à voir absolument ",7
"5,0","ce film de science fiction est tout simplement génial will smith est parfait dans son rôle et ce film marque un peu les débuts de shia labeouf  il y a de lactions et de très bons effets spéciaux  un chef doeuvre 5 5 ",8
"4,5","un film de science fiction qui brille par des effets spéciaux de grande qualité et une intrigue originale et très bien ficelée  will smith joue très bien son role comme à laccoutumée  un excellent film donc ",9
"4,0","je découvrais alex proyas comme réalisateur et cette première fut exceptionnelle une adaptation magnifique dasimov smith génial lun des meilleurs films danticipation existant ",10
"4,0","scénario ingénieuxmise en scène efficace effets spéciaux spectaculaires et interprétation sans faille  un bon film de sf qui ravira les amateurs du genre ",11
"4,5","jaccroche parfaitement au film depuis que je suis petite étant fan des nouvelles disaac asimov je suis servie   je lai revisionné plus récemment et me suis fait une critique un peu plus objective jaime toujours autant il respecte lunivers des romans ou du moins suffisamment pour ne pas être dérangent  scénario et jeu dacteur rien à dire  film divertissant et intelligent à voir absolument  ",12
"4,0","jai adoré en tant quamateur de science fiction cet i robot est une très bonne idée développée via un scénario excellent et une réalisation novatrice que ce soit dans les effets ou dans les plans  les effets tiens sont très très bien faits le film en hd est une tuerie  la qualité apportée au effets est vraiment appréciable un bon mélange de réalité et de synthèse qui fait vrai cela se marie bien  les plans également sont assez nouveaux car certains notamment dans les scènes dactions sont un virevoltent de la caméra soigné de façon à ce que lon capte un mouvement et ça fait plaisir à la rétine       spoiler      quand w s choppe un robot dans le tunnel et tourne pour le balancer le plan est superbe car la caméra est accrochée aux pieds du robot qui tourne    will smith y est comme à son habitude excellent un rôle qui lui convient bien et ça fait également plaisir   mais cest lidée le scénario qui pousse i robot dans le panthéon des meilleurs films de sf il traite de manière énorme sur la révolution et la possibilité de de marginalité des intelligences artificielles qui peuvent devenir indépendantes et contrôler leur créateur comme on a déjà vu ça dans 2001 ou dans matrix  jai adoré vraiment un très bon film avec laction et les effets qui ne manquent pas  a voir ",13
"4,0","un très bon film de science fiction avec une esthétique très soignée un scénario solide un will smith en grande forme  la réflexion éthique savère également être très intéressante sur la robotisation  a voir absolument ",14
"4,0","un film daction trépidant bien foutu et assez drôle grâce à un will smith en grande forme  le robot sonny est très reussi  une adaptation plutôt légère mais bien fun de lœuvre dasimov ",0
"4,0","très bon film qui à mon avis rend vraiment hommage aux livres et nouvelles de asimov écrivain que jadore cétait lun des plus grands écrivains de lâge dor de la sf dans les années 50 et 60   tout dabord comme chez lauteur un univers futuriste très positif où les robots omniprésents ont amené une grande prospérité cette vision optimiste de lavenir étant devenue suffisamment rare ces derniers temps pour être notée   ensuite le thème principal de lhistoire tourne autour des robots humanoïdes et de la robotique dailleurs cest asimov qui a inventé le terme robotique avec la question se pourrait il quils deviennent dangereux pourraient ils êtres dotés de sentiments et au final quest ce quêtre humain  ce questionnement finit par rejoindre une autre  problématique qui est le fait que lenfer est bien souvent pavé de bonnes intentions une décision mauvaise peut être prise pour de bonnes raisons  le tout est excellemment bien servi par will smith ici inspecteur qui va justement avoir maille avec ces robots qui sont là aussi très bien faits les effets spéciaux sont excellents  en tout cest un film à mon avis très romantique je veux dire en ce qui concerne la technologie ici la robotique et linformatique comme justement cest le cas dans loeuvre de asimov  et comme le film ne dédaigne pas laction çà va à cent à lheure cest parfait",1
"0,5","une réalisation laborieuse sans imagination à mi chemin entre le policier et la science fiction qui sessouffle très vite malgré une idée de départ intéressante  interprétation particulièrement mauvaise bridget moynahan n a aucun charisme will smith en fait des tonnes  vraiment pas top trop creux ",2
"1,5","will smith comme dhabitude incroyablement mauvais ne sauve donc pas ce film qui réussit lincroyable exploit en plus dêtre chiant dêtre complètement moche de rater la plupart de ses effets spéciaux le fond vert sur le départ en moto mon dieu et dêtre sans aucune originalité  même pas distrayant ",3
"4,0","un film de sf parfaitement mené cest efficace à souhait bourré de bonnes idées et will smith y est des plus convaincant  alex proyas se fait assez rare au cinéma mais il apporte à chaque fois un soin tout particulier à ses métrages et cest bel et bien le cas ici avec une réalisation léchée et une mise en scène au cordeau  le scénario est quant à lui intelligent et assez profond il pousse en tous cas son spectateur à la réflexion  pour couronner le tout un petit peu dhumour vient apporter la touche de légèreté dont irobot avait besoin pour ne pas se prendre trop au sérieux non plus  un bon moment de ciné dans lequel on na pas le temps de sennuyer et en outre un véritable plaisir pour les yeux ",4
"4,0","will smith et alex proyas forme un duo impeccable pour le film i robot  ce film réuni différentes catégories de films comme minorité report et terminator… mais grâce à un scénario à tiroirs et des effets spéciaux de qualité donne un coup de jeune malgré des moments de patriotismes américains ",5
"3,5","porté par le charisme de will smith cette référence pop de la science fiction dans le domaine du divertissant mise en scène par le réalisateur de the crow offre des moments daction et de tensions impressionnants  a lesthétique appréciable i robot repose surtout sur un scénario béton mettant en avant des concepts scientifiques religieux psychologiques passionnants et brillamment donnant une dimension temporel et politique à ce long métrage qui met en avant les dangers de lintelligence artificielle   https  www facebook com la 7eme critique 393816544123997 ",6
"3,0","un film danticipation moyen et trop agité dont le scénario nest pas assez exploité  reste le charisme indéniable de will smith ",7
"4,0","cette adaptation s’avère assez fidèle aux principes de base de l’œuvre d’asimov  les lois de la robotique sont bien présentes  comme dans un certain nombre de romans et de nouvelles de lauteur l’histoire est construite à la manière d’une enquête policière à suspense  on retrouve ici lun des rares personnages féminins chez asimov  le dr calvin  pour cette version filmée la modélisation des robots est très réussie  si les scènes d’action qui parsèment le film sont époustouflantes l’émotion est également présente notamment avec le personnage du robot sonny  des questions fondamentales sont même évoquées les robots ont ils une âme   naturellement le réalisateur a dû faire des concessions cinéma grand public oblige  ainsi will smith musclé et toujours aussi cool assure le spectacle avec ses acrobaties en auto ou en moto loin de l’esprit d’asimov  au final c’est de la sf à la fois intelligente et divertissante ",8
"4,0","très bon film de sf avec un will smith impliqué dans son rôle  on est loin des meilleurs films de sf de cette décennie  je pense notamment à minority report où à inception mais on a là affaire à un film soigné avec de très bon acteurs  smith et bridget moynahan que jai trouvée excellente également et une intrigue très bien menée  on a un rapport homme machine très travaillé prononcé et intéressant une mise en scène impeccable    quant aux effets spéciaux ils sont comme dhabitude avec les blockbuster américains magistrales  bref tous les ingrédients sont présents pour assuré de passer à très bon moment devant ce film réussi et efficace  très bien ",9
"2,0","un film de science fiction honorable très bien fait avec un scénario qui tient la route  mais malheureusement le cinéaste de dark city ne retrouve a aucun moment la magie de son précédent film et bien que très regardable irobot ne semble pas totalement encré dans lunivers de asimov et lensemble semble manquer parfois un peu dintelligence et de réflexion  pas mal mais sans plus ",10
"3,5","un bon film de science fiction bourré de scènes daction mais pas que  cest rythmé cest original cest intelligent  un block buster qui ne se moque pas du monde  a voir ",11
"5,0","un excellent film de science fiction auquel il ne manque pas grand chose pour être un chef dœuvre du type minority report ",12
"3,5","un petit film s f où will smith casse son image pour la première fois de personnages aux vannes bien sentis en incarnant un flic dur de chez dur qui voit dun mauvais œil la place grandissante des robots dans la société  bien réalisé on est totalement immergé dans lintrigue même si certaines situations sont assez clichées  du presque tout bon vu que la fin est totalement réussie ",13
"4,0","très bon film de sf avec un will smith impliqué dans son rôle  on est loin des meilleurs films de sf de cette décennie  je pense notamment à minority report où à inception mais on a là affaire à un film soigné avec de très bon acteurs  smith et bridget moynahan que jai trouvée excellente également et une intrigue très bien menée  on a un rapport homme machine très travaillé prononcé et intéressant une mise en scène impeccable     quant aux effets spéciaux ils sont comme dhabitude avec les blockbuster américains magistrales  bref tous les ingrédients sont présents pour assuré de passer à très bon moment devant ce film réussi et efficace  très bien ",14
"2,0","vous aimeriez dun futur où tout le monde roule en audi   encore un dérapage des films américains où bientôt les étiquettes des vêtements seront montrées à chaque plan cest nul lamentable les dix premières minutes sont une pub continue pour plusieurs annonceurs pire que minority report bref ça gâche le plaisir du divertissement et surtout cest ridicule puisque le côté pub unique pour audi est particulièrement risible   si lon oublie les travers purement commerciaux je croyais quon payait la place mais jai du me tromper cest un film plus nerveux que les précédents films danticipation de cette année   cest aussi mieux foutu avec un peu de suspense pas mal daction et surtout des effets spéciaux presque propres à part trois ou quatre scènes plutôt ratées  et quelque unes un peu ridicule notamment les deux finales ",0
"4,0","un bon film de science fiction  un scénario correct et des bons effets spéciaux",1
"4,0","un très bon film de sf certaines scènes dactions sont époustouflantes et lintégration des robots dans les plans est tout à fait géniale  on ne sennuie pas une seconde cest très bien joué on regrettera juste que le scénario soit basé sur une enquête en forme dun jeu de piste alambiqué à la limite du compréhensible  quant à la pub pour les godasses de sport cest dun grotesque ",2
"3,5","si le scénario avait été un peu moins modifié pour plaire aux ados le film aurait pu être un chef d oeuvre  i robot est à la fois original époustouflant et émouvant trois qualités quon retrouve rarement assemblées dans les films du genre quand on ne sappelle pas james cameron  will smith arrive à une de ses meilleurs interprétations le reste des acteurs ne surprend pas trop ",3
"4,0","i robot est un film de science fiction pas mal du tout  le scénario est assez malin avec quelques bons rebondissements  les scènes daction sont de très haut niveau les personnages notamment celui de sonny sont intéressants et bien écrits  les acteurs sont plutôt bons will smith porte bien le film  la musique de marco beltrami est pas mal  les effets spéciaux sont de très bonne facture  par contre le film est gâché par des placements de produits aussi subtiles quun éléphant dans un magasin de porcelaine  au final ça reste un très bon divertissement ",4
"3,5","trois ans après le film ai intelligence artificielle de spielberg les robots sont de retour pour remplacer les humains dans le film i robot qui se passe en 2035 avec will smith aux premières loges alors inspecteur de police chargé denquêter sur le meurtre dun chercheur en robotique qui lui donne un premier indice par projection holographique  les robots sont devenus de parfaits assistants aux humains pourtant lun dentre eux est capable de faire ce que bon lui semble sans obligation dobéissance  will smith naime déjà pas les robots      spoiler      car lun la déjà sauvé dune noyade en laissant une petite fille mourir au fond de leau   il va donc sen méfier de plus en plus et surtout tenter de comprendre comment ce sonny a pu se libérer de ses chaînes  ce film de science fiction prend alors des allures de thriller et poursuit avec une éthique classique mais intéressante sur la conception des robots       spoiler      a noter que will smith est robotisé sur son bras gauche à se demander pendant un moment sil nest pas un robot lui même alors quil les accepte petit à petit pendant le film ",5
"4,0","i robot est un excellent thriller de science fiction où will smith confirme tout son talent dimmense acteur  s’inspirant d’un classique des années 50 intitulé les robots d’isaac asimov où lauteur dépeint de façon glaçante une société futuriste dominée par les robots  ainsi lintrigue retrace l’histoire du détective spooner qui dans un futur proche en 2035 à l’heure où le robot est devenu présent partout dans le monde et tient son rôle d’assistant parfait pour l’homme  seul le détective néglige cette modernisation robotique et ira jusqu au bout de ces idées en menant un combat entre l’homme et la machine chose vraiment très intéressante qui permet de développer de nombreux thèmes sous jacents intrinsèque à lintrigue  parmi ces thèmes l’on distingue le combat entre l’homme et la machine alors qu’en ce moment même elle se révèle peu à peu prendre de plus en plus d’ampleur soutirant même du travail à l’homme le fait de voir ce que les robots peuvent apporter aux hommes et beaucoup d’autres assez profondes et intelligentes comme la logique humaine  le scénario est bluffant et vraiment bien mis en scène avec des effets spéciaux époustouflants et des effets visuels magnifiques   la bande originale est bien dosée comme dans tout bon film d’action qui se respecte  ce thriller de science fiction futuriste se révèle aussi haletant que visuellement admiratif avec un excellent casting notamment avec will smith qui signe une interprétation parfaite tout comme son acolyte shia labeouf bien que plus effacé  fort dune réalisation impeccable alex proyas réalise un film visuellement époustouflant servis par de sublimes effets spéciaux qui ancrent parfaitement le film dans son contexte  ainsi i robot est un thriller futuriste intéressant et intelligent qui propose un spectacle de qualité ",6
"4,5","un excellent film d’action brillant et original d’alex proyas avec des effets spéciaux à couper le souffle un will smith très bon et un scénario très originale ",7
"1,0","un beau navet qui privilégie les effets spéciaux et will smith à la place du scénario…",8
"3,5","un très bon thriller futuriste mené par will smith  un univers aux graphismes soignés avec un scénario travaillé et intriguant  une bonne interprétation et des scènes dactions épiques ",9
"4,0","film correct dans le sens où laction se mélange à une réflexion sur les robots  certes la réflexion est pas poussée et le film est surtout prétexte à mettre en scène will smith dans des scènes dactions convaincantes  seul hic certains dialogues sont pitoyables et consternants ",10
"4,5","i robot est un excellent mélange entre le film policier et le film danticipation qui nous plonge dans un avenir relativement proche puisque lon se trouve en 2035 dans un monde très similaire au notre hormis le fait que le progrès technologique a conduit les robots à devenir de plus en plus similaire aux êtres humains   au milieu de ça linventeur de la robotique meurt dans des circonstances troubles sen suit alors une enquête palpitante  très bien construite et qui ménage le suspense jusquau bout   pour le reste  ce film réussi parfaitement à allier la forme et le fond  will smith est en pleine forme  les effets spéciaux sont très réussis  les robots sont superbes et la réalisation est magistrale   mais à côté de ça  le film conduit aussi à sinterroger sur la place du progrès technologique  lutilisation souhaitable de la robotique  quest ce qui nous définit en tant quêtre humain   bref  un film bien plus profond quil ny paraît au premier abord à voir et à revoir sans hésitation  ",11
"1,0","navet hollywoodien édulcoré qui schmecte  will smith dans la quintessence de sa grossièreté nullarde exhibitionniste  isaac asimov assassiné dans sa tombe  une étoile pour les scènes daction quil faut voir en zappant car se taper se quil y a entre nest pas envisageable pour la santé mentale ",12
"0,5","très mauvais et une publicité a force inssuportable ",13
"4,0","un excellent blockbuster sf sachant parfaitement endosser son costume de très bon movie pop corn tout en étant très profond en effetalex proyas a su admirablement alterner les scènes daction dantesques super bien mises en scène et celles dépeignant un futur proche où la machine à pris le dessus de lhommele scénario va ensuite bien au delà de ça au fil du film une grosse production hollywoodienne qui nous en mets plein la vue tout en nous faisant réfléchirou nous émouvoir est assez rare pour le souligner",14
"2,5","on se laisse volontiers emmener par le fil policier et lidée du film le scénario  malheureusement des incohérences ajoutées à des facilités émaillent le film et gâchent lensemble une fois de plus dans le genre sf thriller  du coup à mes yeux la référence reste un chef doeuvre dil y a 30 ans   blade runner 1982",0
